Id,Label,timeset,country,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
ADEKA CORP,ADEKA CORP,,JP,16,0.129997,0.136644,0,1917
SUNG JI AIR CONDITIONING TECH CO LTD,SUNG JI AIR CONDITIONING TECH CO LTD,,KR,18,0.104833,0.107954,0,1018
JINWON TECH CO KR,JINWON TECH CO KR,,KR,16,0.130922,0.136776,0,1073
CRENG CO LTD,CRENG CO LTD,,KR,16,0.130922,0.136776,0,1073
UNIQUEST PTY LTD,UNIQUEST PTY LTD,,AU,5,0.320988,0.372436,0,2465
VTU HOLDING GMBH,VTU HOLDING GMBH,,AT,2,0.75,0.833333,0,1733
TANOUE SHIGERU,TANOUE SHIGERU,,JP,15,0.141786,0.150738,0,2767
HANLAIMS CO LTD,HANLAIMS CO LTD,,KR,15,0.140115,0.14797,0,1941
IUCF HYU (INDUSTRY UNIVERSITY COOPERATION FOUND HANYANG UNIVERSITY),IUCF HYU (INDUSTRY UNIVERSITY COOPERATION FOUND HANYANG UNIVERSITY),,KR,14,0.162794,0.172453,0.000021,1179
KOREA AEROSPACE RES INST,KOREA AEROSPACE RES INST,,KR,1,1,1,0,3601
PARK AH HYUNG ALISSA,PARK AH HYUNG ALISSA,,US,14,0.156452,0.163457,0.000005,1179
FERGUSON THOMAS E,FERGUSON THOMAS E,,US,15,0.145305,0.151075,0,1179
CHUANG STEVEN S C,CHUANG STEVEN S C,,US,15,0.146169,0.154254,0.000053,1151
NIELSEN MARTIN REFSLUND,NIELSEN MARTIN REFSLUND,,DK,15,0.141617,0.14811,0.000005,1033
BREINER JACOB,BREINER JACOB,,DK,15,0.140856,0.147284,0,1033
VAN HOOL NV,VAN HOOL NV,,BE,15,0.141102,0.146589,0.000053,1160
ENDOU YOSHITO,ENDOU YOSHITO,,US,13,0.19415,0.21769,0,1099
ISHIHARA NORIAKI,ISHIHARA NORIAKI,,JP,13,0.19415,0.21769,0,1099
OKUMURA MASAO,OKUMURA MASAO,,JP,13,0.19415,0.21769,0,1099
SAHAYM UTTARA,SAHAYM UTTARA,,US,15,0.146424,0.153895,0,1080
MILLER SARAH,MILLER SARAH,,US,15,0.146424,0.153895,0,1080
WILLIS CARL L,WILLIS CARL L,,US,4,0.369863,0.45679,0,1117
MOLEKYULAR REBAR DIZAJN LLS,MOLEKYULAR REBAR DIZAJN LLS,,US,2,0.8,0.875,0,3015
WEINBERG MEDICAL PHYSICS LLC,WEINBERG MEDICAL PHYSICS LLC,,US,1,1,1,0,3025
KWON OH JUNG,KWON OH JUNG,,KR,1,1,1,0,3026
OSCOMP HOLDINGS INC,OSCOMP HOLDINGS INC,,US,16,0.136756,0.142231,0,1154
NEARSHORE NATURAL GAS LLC,NEARSHORE NATURAL GAS LLC,,US,16,0.136756,0.142231,0,1154
KANTO KAGAKU,KANTO KAGAKU,,JP,1,1,1,0,3027
MURATA ATUSHI,MURATA ATUSHI,,JP,14,0.173716,0.190435,0,1183
NIPPON CHEMICON,NIPPON CHEMICON,,JP,1,1,1,0,3028
XIE JIAN,XIE JIAN,,US,16,0.130556,0.135743,0.000013,1093
WANG MEIXIAN,WANG MEIXIAN,,US,17,0.115482,0.119026,0,1093
SECO/WARWICK S A,SECO/WARWICK S A,,PL,21,0.084734,0.086488,0,3636
HENKEL IP & HOLDING GMBH,HENKEL IP & HOLDING GMBH,,DE,3,0.583333,0.714286,0,2677
BRANDT TORSTEN,BRANDT TORSTEN,,DE,14,0.160321,0.17124,0.000767,1212
BÄRNREUTHER FRANK,BÄRNREUTHER FRANK,,DE,14,0.16177,0.172935,0.000039,1212
DATZ ARMIN,DATZ ARMIN,,DE,14,0.175296,0.188159,0.000225,1212
EDER ANETT,EDER ANETT,,DE,14,0.159842,0.170355,0,1212
EDER FLORIAN,EDER FLORIAN,,DE,14,0.159842,0.170355,0,1212
HOFFMANN JOACHIM,HOFFMANN JOACHIM,,DE,14,0.163466,0.175218,0.000253,1212
ISHIDA SATORU,ISHIDA SATORU,,JP,15,0.150518,0.161527,0.000001,2883
TANNER DAVID JOHN,TANNER DAVID JOHN,,US,0,0,0,0,1624
DISALVO FRANCIS J,DISALVO FRANCIS J,,US,16,0.135213,0.140591,0.000007,1086
SUBBAN CHINMAYEE V,SUBBAN CHINMAYEE V,,US,16,0.134851,0.14012,0,1086
WENZEL SVEN,WENZEL SVEN,,DE,15,0.150764,0.158458,0,1888
THIRD SHORE GROUP LLC,THIRD SHORE GROUP LLC,,US,1,1,1,0,3029
PROXHIMA S R L,PROXHIMA S R L,,IT,2,0.555556,0.6,0,1758
ACCIONA ENERGÍA S A,ACCIONA ENERGÍA S A,,ES,2,0.8125,0.884615,0,1283
GRAFMARINE,GRAFMARINE,,GB,1,1,1,0,3310
AJOU UNIV INDUSTRY ACADEMIC COOPERATION FOUNDATION,AJOU UNIV INDUSTRY ACADEMIC COOPERATION FOUNDATION,,KR,15,0.146993,0.156188,0,11
HATAKEYAMA YOSHIHARU,HATAKEYAMA YOSHIHARU,,JP,15,0.151742,0.16128,0,1080
EMORI HIDEYUKI,EMORI HIDEYUKI,,JP,15,0.151744,0.161316,0,1080
NAGASE JUNICHI,NAGASE JUNICHI,,JP,15,0.151742,0.16128,0,1080
SHIBATA SHUSAKU,SHIBATA SHUSAKU,,JP,15,0.151742,0.16128,0,1080
FUKUZAKI SAORI,FUKUZAKI SAORI,,JP,15,0.151742,0.16128,0,1080
NAGATSUKA TATSUKI,NAGATSUKA TATSUKI,,JP,15,0.151742,0.16128,0,1080
FUKUOKA TAKAHIRO,FUKUOKA TAKAHIRO,,JP,15,0.151742,0.16128,0,1080
SUNDARA RAMAPRABHU,SUNDARA RAMAPRABHU,,IN,15,0.148357,0.155332,0,1151
PARAMBATH VINAYAN BHAGHAVATHI,PARAMBATH VINAYAN BHAGHAVATHI,,IN,15,0.148355,0.155308,0,1151
NAGAR RUPALI,NAGAR RUPALI,,IN,15,0.148355,0.155308,0,1151
NATARAJAN RAJALAKSHMI,NATARAJAN RAJALAKSHMI,,IN,15,0.148355,0.155308,0,1151
GRDF,GRDF,,FR,1,1,1,0,3030
BRANDON NIGEL PETER,BRANDON NIGEL PETER,,GB,14,0.162902,0.173111,0.001133,2030
KUCERNAK ANTHONY,KUCERNAK ANTHONY,,GB,15,0.140159,0.146353,0,2030
YUFIT VLADIMIR,YUFIT VLADIMIR,,GB,15,0.140159,0.146353,0,2030
WHITEFOX TECH LTD,WHITEFOX TECH LTD,,GB,4,0.5,0.628788,0,1042
CHOU YEONG SHYUNG,CHOU YEONG SHYUNG,,US,14,0.169731,0.180009,0.000028,1281
MAGNA STEYR ENGINEERING AG & CO KG,MAGNA STEYR ENGINEERING AG & CO KG,,AT,14,0.154785,0.162421,0.000004,1160
NISHIBU SHIRO,NISHIBU SHIRO,,JP,13,0.192623,0.215125,0,0
FAUCHEUX VINCENT,FAUCHEUX VINCENT,,FR,14,0.18418,0.20017,0.000304,4
RFRANK LLC,RFRANK LLC,,US,1,1,1,0,3031
CHEN LEI,CHEN LEI,,US,14,0.200856,0.21911,0.000011,238
MAGDEFRAU NEAL,MAGDEFRAU NEAL,,US,14,0.186059,0.199827,0,238
FRAME DUSTIN,FRAME DUSTIN,,US,14,0.192991,0.209371,0.000008,238
NISHIBAYASHI YOSHIAKI,NISHIBAYASHI YOSHIAKI,,JP,13,0.192853,0.215711,0.000052,0
YUKI MASAHIRO,YUKI MASAHIRO,,JP,13,0.192853,0.215711,0.000052,0
NAT CHUNG SHAN INST SCIENCE & TECH,NAT CHUNG SHAN INST SCIENCE & TECH,,TW,18,0.10664,0.110057,0,146
AIR LIQUIDE FRANCE IND,AIR LIQUIDE FRANCE IND,,FR,16,0.134822,0.141221,0.000105,1141
ATMOSTAT,ATMOSTAT,,FR,1,1,1,0,3032
OMACHRON INTELLECTUAL PROPERTY INC,OMACHRON INTELLECTUAL PROPERTY INC,,CA,2,0.6,0.666667,0,1360
KUBOTA EIICHIRO,KUBOTA EIICHIRO,,JP,15,0.154207,0.164786,0,1220
AVITABILE ANTONIO,AVITABILE ANTONIO,,GB,15,0.154207,0.164786,0,1220
MARIELLA COSTANTINO CRISTIANO,MARIELLA COSTANTINO CRISTIANO,,GB,15,0.154207,0.164786,0,1220
RUTHERFORD CHRISTOPHER MICHAEL,RUTHERFORD CHRISTOPHER MICHAEL,,BE,15,0.154207,0.164786,0,1220
COLBY EDWARD GRELLIER,COLBY EDWARD GRELLIER,,GB,15,0.154207,0.164786,0,1220
BAILEY NICHOLAS GEORGE,BAILEY NICHOLAS GEORGE,,GB,15,0.154207,0.164786,0,1220
KNILL ALEXANDER CHARLES,KNILL ALEXANDER CHARLES,,GB,15,0.154207,0.164786,0,1220
MEHTA HARSHUL DEEPAK,MEHTA HARSHUL DEEPAK,,GB,15,0.154207,0.164786,0,1220
SOLINA BRENT A,SOLINA BRENT A,,US,3,0.5,0.611111,0,3113
FUELING AND SERVICE TECH INC,FUELING AND SERVICE TECH INC,,US,1,1,1,0,3033
OLLWEILER MARK J,OLLWEILER MARK J,,US,2,0.666667,0.75,0,2009
HALL IVAN KEITH,HALL IVAN KEITH,,US,1,1,1,0,2009
HERNANDEZ LUIS ESTEBAN,HERNANDEZ LUIS ESTEBAN,,US,2,0.666667,0.75,0,2009
TRINITY TANK CAR INC,TRINITY TANK CAR INC,,US,2,0.666667,0.75,0,2009
AIZAWA SATORU,AIZAWA SATORU,,JP,13,0.19265,0.215194,0,0
WILLARD ALEXANDRA,WILLARD ALEXANDRA,,GB,2,0.7,0.785714,0,1625
TUNSTALL GLEN ALAN,TUNSTALL GLEN ALAN,,GB,1,1,1,0,1625
DIXON RUTH,DIXON RUTH,,GB,1,1,1,0,1625
HATIRIS EMMANOUIL,HATIRIS EMMANOUIL,,GB,2,0.875,0.928571,0,1625
TANTALUM INNOVATIONS LTD,TANTALUM INNOVATIONS LTD,,GB,2,0.7,0.785714,0,1625
CERRI ISOTTA,CERRI ISOTTA,,BE,13,0.196344,0.218898,0.000031,1099
DAVIES JONATHAN CONRAD,DAVIES JONATHAN CONRAD,,GB,13,0.196344,0.218898,0.000013,1099
GOSHE MATTHEW E,GOSHE MATTHEW E,,US,14,0.16626,0.175773,0,1281
FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE TSENTRALNYJ INST AVIATSIONNOGO MOTOROSTROENIYA IME,FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE TSENTRALNYJ INST AVIATSIONNOGO MOTOROSTROENIYA IME,,RU,2,0.636364,0.714286,0,3409
HANBAT NATIONAL UNIV INDUSTRY ACADEMIC COOPERATION FOUNDATION,HANBAT NATIONAL UNIV INDUSTRY ACADEMIC COOPERATION FOUNDATION,,KR,15,0.143787,0.151009,0,1073
POSTECH ACADEMY INDUSTRY FOUND,POSTECH ACADEMY INDUSTRY FOUND,,KR,14,0.179447,0.19321,0.000096,1073
TORAY BATTERY SEPARATOR FILM,TORAY BATTERY SEPARATOR FILM,,JP,14,0.147551,0.155236,0,1215
SUMITOMO PREC PRODUCTS COMPANY LTD,SUMITOMO PREC PRODUCTS COMPANY LTD,,JP,15,0.139066,0.146544,0,0
HITACHI HIGH TECH CORP,HITACHI HIGH TECH CORP,,JP,14,0.162424,0.175786,0.0004,17
ROUMI FARSHID,ROUMI FARSHID,,US,15,0.150982,0.157942,0,1086
ROUMI JAMSHID,ROUMI JAMSHID,,US,15,0.150982,0.157942,0,1086
SHINOHARA MIKIYA,SHINOHARA MIKIYA,,JP,14,0.183517,0.20172,0.000121,1059
SPOHN RONALD F,SPOHN RONALD F,,US,15,0.1498,0.157387,0.000009,10
RICHENBERG CARL B,RICHENBERG CARL B,,US,15,0.149797,0.157339,0.000009,10
PRAXXAIR TECH INC,PRAXXAIR TECH INC,,US,16,0.130295,0.135162,0,10
LIGHTSAIL ENERGY INC,LIGHTSAIL ENERGY INC,,US,1,1,1,0,3034
PAN WEI,PAN WEI,,CN,13,0.197507,0.220452,0.000883,1281
LIU YANYI,LIU YANYI,,CN,13,0.197507,0.220452,0.000883,1281
KAWAI MASASHI,KAWAI MASASHI,,JP,13,0.197507,0.220452,0.000883,1281
FOUDA ONANA FRÉDÉRIC,FOUDA ONANA FRÉDÉRIC,,FR,14,0.161093,0.172831,0.00002,4
LEE JEONG HEPLEE JEONG HEOLEE JEONG HESLEE JEONG HECLEE JEONG HEOLEE JEONG HE,LEE JEONG HEPLEE JEONG HEOLEE JEONG HESLEE JEONG HECLEE JEONG HEOLEE JEONG HE,,KR,2,0.512195,0.52381,0,1396
THOMPSON DAVID ROBERT,THOMPSON DAVID ROBERT,,US,15,0.137308,0.142429,0,1281
HINDLE POWER INC,HINDLE POWER INC,,US,1,1,1,0,3035
ARRANGED BVBA,ARRANGED BVBA,,BE,1,1,1,0,3036
KOREA SPECIAL ENG PIPE CO LTD,KOREA SPECIAL ENG PIPE CO LTD,,KR,15,0.14575,0.154551,0,11
SOCIÉTÉ DE PROSPECTION ET D'INVENTIONS TECHNIQUES SPIT,SOCIÉTÉ DE PROSPECTION ET D'INVENTIONS TECHNIQUES SPIT,,FR,4,0.368421,0.440476,0,1943
CHEMOURS CO FC LLC,CHEMOURS CO FC LLC,,US,14,0.170193,0.183462,0.000029,1093
HIFUNDA LLC,HIFUNDA LLC,,US,16,0.126203,0.130203,0,1094
MARUYAMA MASASHI,MARUYAMA MASASHI,,JP,14,0.170215,0.183531,0.000003,1059
SAKAMOTO ATSUSHI,SAKAMOTO ATSUSHI,,JP,15,0.153167,0.161635,0,1059
KAWAGUCHI TOMOYUKI,KAWAGUCHI TOMOYUKI,,JP,15,0.153167,0.161635,0,1059
KOSAKA TAKUYA,KOSAKA TAKUYA,,JP,15,0.159505,0.169906,0.000001,1059
WILLIAMS MARK SHERMAN,WILLIAMS MARK SHERMAN,,GB,15,0.140601,0.147807,0,1094
PEMBERTON GARETH,PEMBERTON GARETH,,GB,15,0.140605,0.147914,0.00021,1094
ALFOLDI CSABA,ALFOLDI CSABA,,BE,15,0.140602,0.147843,0,1094
MAEDA ATSUSHI,MAEDA ATSUSHI,,JP,13,0.193685,0.216626,0.000011,0
SUGITA KAZUMI,SUGITA KAZUMI,,JP,13,0.193822,0.216898,0.000012,0
MORIKAWA SHINGO,MORIKAWA SHINGO,,JP,13,0.193685,0.216626,0.000011,0
KIM SUN KYU,KIM SUN KYU,,KR,15,0.160871,0.172015,0,1215
CHOI SEUNG DON,CHOI SEUNG DON,,KR,15,0.160871,0.172015,0,1215
PARK HONG KYU,PARK HONG KYU,,KR,15,0.163472,0.175797,0.000001,1215
THUNHORST KRISTIN L,THUNHORST KRISTIN L,,US,15,0.149635,0.157661,0,1111
GOENNER EMILY S,GOENNER EMILY S,,US,15,0.149635,0.157661,0,1111
LK ENERGY CO LTD,LK ENERGY CO LTD,,KR,1,1,1,0,3037
KONKUK UNIVERSITY GLOCAL INDUSTRY ACADEMIC COLLABORATION FOUNDATION,KONKUK UNIVERSITY GLOCAL INDUSTRY ACADEMIC COLLABORATION FOUNDATION,,KR,16,0.130306,0.136402,0,1215
STELIA AEROSPACE COMPOSITES,STELIA AEROSPACE COMPOSITES,,FR,2,0.666667,0.75,0,3038
THYSSENKRUPP STEEL EUROPE AG,THYSSENKRUPP STEEL EUROPE AG,,DE,1,1,1,0,1722
DAE HEUNG COOLER CO LTD,DAE HEUNG COOLER CO LTD,,KR,16,0.135214,0.141854,0,1047
ATIEVA INC,ATIEVA INC,,US,1,1,1,0,3040
TANKTWO OY,TANKTWO OY,,FI,1,1,1,0,3041
FOWLER ZACHARY,FOWLER ZACHARY,,US,15,0.1498,0.157387,0,10
GAMARD STEPHAN,GAMARD STEPHAN,,US,15,0.149811,0.157505,0,10
OETINGER PAUL K,OETINGER PAUL K,,US,15,0.149799,0.157375,0,10
GUNAY MURAT,GUNAY MURAT,,CA,15,0.1498,0.157387,0,10
BROWN LLOYD A,BROWN LLOYD A,,US,15,0.149803,0.157458,0,10
O'CONNOR LAURIE,O'CONNOR LAURIE,,US,15,0.149799,0.157375,0,10
WAKCHAURE VIJAYKUMAR K,WAKCHAURE VIJAYKUMAR K,,IN,2,0.75,0.833333,0,1626
LIEDTKE RALF,LIEDTKE RALF,,DE,14,0.173008,0.184799,0,1393
ZIMMERMAN MICHAEL A,ZIMMERMAN MICHAEL A,,US,1,1,1,0,1627
ABENGOA RES SL,ABENGOA RES SL,,ES,1,1,1,0,3042
UNIST(ULSAN NAT INSTITUTE OF SCIENCE AND TECHNOLOGY),UNIST(ULSAN NAT INSTITUTE OF SCIENCE AND TECHNOLOGY),,KR,15,0.151751,0.158909,0,1192
TECHNISCHE UNIVERSITÄT MÜNCHEN,TECHNISCHE UNIVERSITÄT MÜNCHEN,,DE,3,0.625,0.766667,0,3043
SMITH MARK A,SMITH MARK A,,US,13,0.193514,0.208763,0,1147
ZHAO XIANG,ZHAO XIANG,,US,13,0.193514,0.208763,0,1147
DAUL RONALD CHARLES,DAUL RONALD CHARLES,,US,13,0.193514,0.208763,0,1147
OKONSKI DAVID A,OKONSKI DAVID A,,US,13,0.193514,0.208763,0,1147
LINDSTROM LANE G,LINDSTROM LANE G,,US,13,0.193514,0.208763,0,1147
SANTOS ELMER B,SANTOS ELMER B,,US,13,0.193514,0.208763,0,1147
ABELL JEFFREY A,ABELL JEFFREY A,,US,13,0.193514,0.208763,0,1147
TOYOTA JIDOSHA KK TOYOTA MOTOR CO LTDORATION,TOYOTA JIDOSHA KK TOYOTA MOTOR CO LTDORATION,,JP,14,0.161528,0.173788,0,0
LUXFER CANADA LTD,LUXFER CANADA LTD,,CA,17,0.111298,0.114219,0.000026,28
ECOPRO CO LTD,ECOPRO CO LTD,,KR,16,0.123076,0.127594,0.00002,3174
PANACEANANO INC,PANACEANANO INC,,US,1,1,1,0,3044
A123 SYSTEMS INC,A123 SYSTEMS INC,,US,14,0.156642,0.164051,0,1032
KIM JUN HYEONG,KIM JUN HYEONG,,KR,1,1,1,0,1628
BREDENOORD B V,BREDENOORD B V,,NL,1,1,1,0,3302
HARTVIGSEN JOSEPH JAY,HARTVIGSEN JOSEPH JAY,,US,15,0.143016,0.149046,0.000003,1094
IKEDA TAISA,IKEDA TAISA,,JP,14,0.162648,0.173509,0,2020
TAGAWA KAZUKI,TAGAWA KAZUKI,,JP,14,0.162648,0.173509,0,2020
KAWANO YOICHI,KAWANO YOICHI,,JP,14,0.162655,0.173581,0.00014,2020
SHIBUYA YOSHITAKA,SHIBUYA YOSHITAKA,,JP,18,0.106975,0.110041,0,1110
MITTAL VISHAL ONKARMAL,MITTAL VISHAL ONKARMAL,,US,14,0.190307,0.205551,0,238
QIAN GUOQING,QIAN GUOQING,,US,14,0.175313,0.186066,0.000249,1160
UNIST ULSAN NAT INST SCIENCE & TECHNOLOGY,UNIST ULSAN NAT INST SCIENCE & TECHNOLOGY,,KR,14,0.16291,0.17255,0.000198,1192
ENEA AGENZIA NAZ PER LE NUOVE TECNOLOGIE L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE,ENEA AGENZIA NAZ PER LE NUOVE TECNOLOGIE L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE,,IT,15,0.137828,0.144558,0,4
FAITA GIUSEPPE,FAITA GIUSEPPE,,IT,15,0.154504,0.163273,0.000278,1330
XUE ZHI YANG,XUE ZHI YANG,,US,15,0.150195,0.157967,0.000002,1330
12TH MAN TECH INC,12TH MAN TECH INC,,US,1,1,1,0,3047
KONGJU NAT UNIV INDUSTRY UNIV COOP FOUND,KONGJU NAT UNIV INDUSTRY UNIV COOP FOUND,,KR,1,1,1,0,3048
HUBERT STÜKEN GMBH & CO KG,HUBERT STÜKEN GMBH & CO KG,,DE,15,0.147476,0.154795,0,1151
SHIMAZU MEGUMI,SHIMAZU MEGUMI,,JP,15,0.154628,0.167428,0.000006,1183
UENO AKIRA,UENO AKIRA,,JP,15,0.148151,0.159468,0.000001,1183
MIYAO MOTOYASU,MIYAO MOTOYASU,,JP,15,0.153807,0.166213,0,1183
HIWATASHI KENICHI,HIWATASHI KENICHI,,JP,15,0.153112,0.164982,0.000052,1183
PATRO PANKAJ KUMAR,PATRO PANKAJ KUMAR,,IN,14,0.162289,0.174116,0,4
KOCHERGINSKY NIKOLAI M,KOCHERGINSKY NIKOLAI M,,US,0,0,0,0,1629
KAYABA INDUSTRY CO LTD,KAYABA INDUSTRY CO LTD,,JP,16,0.128492,0.134292,0,38
BOYER INC,BOYER INC,,US,1,1,1,0,3049
HYUNDAI AMERICA TECHNICAL CT INC,HYUNDAI AMERICA TECHNICAL CT INC,,US,15,0.145735,0.154455,0,11
IDEN HIROSHI,IDEN HIROSHI,,JP,13,0.202089,0.22234,0.000462,1059
SAKAI KEI,SAKAI KEI,,JP,13,0.192149,0.209883,0,1059
SATOU KAZUYUKI,SATOU KAZUYUKI,,JP,13,0.192364,0.210219,0.000006,1059
AKIZUKI KEN,AKIZUKI KEN,,JP,13,0.193176,0.211548,0.000024,1059
FRITZ HABER INST DER MAX PLANCK GES,FRITZ HABER INST DER MAX PLANCK GES,,DE,15,0.160008,0.169561,0,990
KANAGAWA ACAD OF SCIENCE AND TECH,KANAGAWA ACAD OF SCIENCE AND TECH,,JP,14,0.162682,0.17541,0,1080
KANAGAWA INSTITUTE OF INDUSTRIAL SCIENCE AND TECH,KANAGAWA INSTITUTE OF INDUSTRIAL SCIENCE AND TECH,,JP,14,0.162685,0.175481,0,1080
EWHA UNIVERSITY—INDUSTRY COLLABORATION FOUND,EWHA UNIVERSITY—INDUSTRY COLLABORATION FOUND,,KR,2,0.833333,0.9,0,3050
EWHA UNIV IND COLLABORATION FOUND,EWHA UNIV IND COLLABORATION FOUND,,KR,2,0.833333,0.9,0,3050
WIKA ALEXANDER WIEGAND SE & CO KG,WIKA ALEXANDER WIEGAND SE & CO KG,,DE,1,1,1,0,3051
LI TIELIU,LI TIELIU,,CN,0,0,0,0,1630
THERMOCHEM RECOVERY INT INC,THERMOCHEM RECOVERY INT INC,,US,17,0.113861,0.117454,0,1281
ITAMI SHUNSUKE,ITAMI SHUNSUKE,,JP,14,0.188677,0.205982,0,990
UTASHIRO TOMOYA,UTASHIRO TOMOYA,,JP,15,0.156782,0.167887,0,38
UNIV BRUNEI DARUSSALAM,UNIV BRUNEI DARUSSALAM,,BN,1,1,1,0,3597
BOUKARI MOROU,BOUKARI MOROU,,FR,1,1,1,0,1631
AURIOL MARC,AURIOL MARC,,FR,1,1,1,0,1631
YOSHINAGA NORIHIRO,YOSHINAGA NORIHIRO,,JP,14,0.17344,0.187171,0,1914
FLEXITALLIC INVESTMENTS INC,FLEXITALLIC INVESTMENTS INC,,US,5,0.272189,0.35942,0,1009
INERGY AUTOMOTIVE SYSTEMS RES (SOCIÉTÉ ANONYME),INERGY AUTOMOTIVE SYSTEMS RES (SOCIÉTÉ ANONYME),,BE,16,0.126231,0.131972,0.000053,4
CSI ENTW GMBH,CSI ENTW GMBH,,DE,1,1,1,0,3052
EZELLERON INC,EZELLERON INC,,US,15,0.149034,0.156213,0,238
EBERSPÄCHER CATEM GMBH & CO KG,EBERSPÄCHER CATEM GMBH & CO KG,,DE,1,1,1,0,3053
NERIKI VALVE CO LTD,NERIKI VALVE CO LTD,,JP,3,0.461538,0.583333,0,1311
CERAMTEC GMBH,CERAMTEC GMBH,,DE,15,0.142493,0.149317,0.000007,28
NAT UNIV CHONNAM IND FOUND,NAT UNIV CHONNAM IND FOUND,,KR,17,0.113933,0.118043,0,11
INCUBATION ALLIANCE INC,INCUBATION ALLIANCE INC,,JP,1,1,1,0,1748
TADOKORO KENICHIRO,TADOKORO KENICHIRO,,JP,14,0.171771,0.186105,0.000035,2020
IIJIMA TAKASHI,IIJIMA TAKASHI,,JP,14,0.171786,0.186286,0.00006,2020
KAJIRO HIROSHI,KAJIRO HIROSHI,,JP,14,0.159677,0.171236,0,2020
SAWADA HIDEAKI,SAWADA HIDEAKI,,JP,14,0.159678,0.17126,0,2020
WILKOSZ DANIEL E,WILKOSZ DANIEL E,,US,14,0.173259,0.185824,0,998
XIE XIAO LIN,XIE XIAO LIN,,CN,14,0.158291,0.166786,0.000001,1189
WEI WEN JUAN,WEI WEN JUAN,,CN,14,0.158291,0.166786,0.000001,1189
ZHAO CHEN CHEN,ZHAO CHEN CHEN,,CN,14,0.1586,0.167194,0.000001,1189
BATURINA OLGA A,BATURINA OLGA A,,US,16,0.131239,0.136492,0,1010
MELICON GMBH,MELICON GMBH,,DE,14,0.15562,0.163425,0,1160
TOMITA YOUSUKE,TOMITA YOUSUKE,,JP,14,0.176436,0.191999,0,1059
PRESMAN IGOR,PRESMAN IGOR,,IL,3,0.401316,0.461749,0,1700
KURAS ILIA,KURAS ILIA,,IL,3,0.401316,0.461749,0,1700
OSIROFF RICARDO,OSIROFF RICARDO,,IL,3,0.401316,0.461749,0,1700
SHAPIRA OPHER,SHAPIRA OPHER,,IL,3,0.401316,0.461749,0,1700
TRACENSE SYSTEMS LTD,TRACENSE SYSTEMS LTD,,IL,4,0.363095,0.418033,0,1700
FOUND OF SOONGSIL UNIVERSITY INDUSTRY COOP,FOUND OF SOONGSIL UNIVERSITY INDUSTRY COOP,,KR,16,0.121669,0.126479,0,11
DIGGINS DAVID ANDREW,DIGGINS DAVID ANDREW,,US,2,0.6875,0.772727,0,2832
CARTER W CRAIG,CARTER W CRAIG,,US,14,0.164913,0.174048,0.000003,1032
HO BRYAN Y,HO BRYAN Y,,US,14,0.164717,0.173675,0.000002,1032
MATTIOLA PAUL ANTHONY,MATTIOLA PAUL ANTHONY,,US,15,0.141036,0.148327,0,1094
GERSHTEIN VLADIMIR,GERSHTEIN VLADIMIR,,US,15,0.14358,0.151051,0.000109,1094
CAMPBELL KAREN MARIE,CAMPBELL KAREN MARIE,,US,15,0.141035,0.148315,0,1094
ELECTRIC ENERGY EXPRESS CORP,ELECTRIC ENERGY EXPRESS CORP,,TW,1,1,1,0,3054
VIDARTE GORDILLO PABLO MANUEL,VIDARTE GORDILLO PABLO MANUEL,,ES,1,1,1,0,3055
STANGL ERNEST,STANGL ERNEST,,AT,1,1,1,0,1632
STENGEL EDGAR,STENGEL EDGAR,,DE,1,1,1,0,1632
REINZ DICHTUNGS GMBH,REINZ DICHTUNGS GMBH,,DE,15,0.158662,0.167909,0,1998
TAYLOR NOAH,TAYLOR NOAH,,US,16,0.128502,0.132982,0,238
HYPERCOMP ENG INC,HYPERCOMP ENG INC,,US,17,0.118154,0.12268,0,1328
TANG EE HO GARETH,TANG EE HO GARETH,,SG,16,0.143244,0.149835,0,1890
CHEN YUNZHONG,CHEN YUNZHONG,,SG,16,0.143245,0.149847,0,1890
WOODALL JERRY M,WOODALL JERRY M,,US,1,1,1,0,1633
ROWLEY THOMAS E,ROWLEY THOMAS E,,US,1,1,1,0,1633
BOWERS BRIAN J,BOWERS BRIAN J,,US,15,0.149049,0.156646,0.000003,987
FIORE STEVEN,FIORE STEVEN,,US,15,0.148946,0.156203,0,987
FULLER WARE,FULLER WARE,,US,15,0.148946,0.156203,0,987
HICKEY GREG,HICKEY GREG,,US,15,0.148946,0.156203,0,987
KIM CHANGSIK,KIM CHANGSIK,,US,15,0.148949,0.156251,0,987
ICHIOKA KAZUNORI,ICHIOKA KAZUNORI,,JP,14,0.169192,0.183809,0,38
YU CHUNFU,YU CHUNFU,,JP,14,0.169193,0.183821,0.000001,38
CONSEJO SUPERIOR DE INVESTIG CIENTIFICAS (CSIC),CONSEJO SUPERIOR DE INVESTIG CIENTIFICAS (CSIC),,ES,16,0.132501,0.138276,0.000021,1192
